Country,Year,Full Date,Location,Tests,Yield
Russia,1968,10/29/68,Underground,1,20
Russia,1968,11/12/68,Underground,3,0.72
Russia,1968,11/7/68,Underground,3,330.001
Russia,1968,11/9/68,Underground,1,4
Russia,1968,12/18/68,Underground,1,8.9
Russia,1968,4/24/68,Underground,1,6.2
Russia,1968,5/21/68,Underground,1,47
Russia,1968,5/23/68,Underground,1,0.001
Russia,1968,6/11/68,Underground,1,15
Russia,1968,6/19/68,Underground,1,18
Russia,1968,7/1/68,Underground,1,27
Russia,1968,7/12/68,Underground,2,44
Russia,1968,8/20/68,Underground,2,4.601
Russia,1968,9/29/68,Underground,1,60
Russia,1968,9/5/68,Underground,1,32
Russia,1969,10/1/69,Underground,2,36
Russia,1969,10/14/69,Underground,3,3540
Russia,1969,10/30/69,Underground,1,20
Russia,1969,11/27/69,Underground,1,20
Russia,1969,11/30/69,Underground,1,125
Russia,1969,12/28/69,Underground,1,40
Russia,1969,12/29/69,Underground,1,10
Russia,1969,12/6/69,Underground,1,30
Russia,1969,3/7/69,Underground,1,49
Russia,1969,4/13/69,Underground,1,20
Russia,1969,4/4/69,Underground,1,20
Russia,1969,5/16/69,Underground,1,16
Russia,1969,5/31/69,Underground,1,18
Russia,1969,7/23/69,Underground,1,16
Russia,1969,7/4/69,Underground,2,35
Russia,1969,9/11/69,Underground,2,26.2
Russia,1969,9/2/69,Underground,1,7.6
Russia,1969,9/26/69,Underground,1,10
Russia,1969,9/8/69,Underground,1,7.6
Russia,1970,1/29/70,Underground,3,82
Russia,1970,10/14/70,Underground,3,5200
Russia,1970,11/4/70,Underground,1,27
Russia,1970,12/12/70,Underground,1,80
Russia,1970,12/17/70,Underground,1,26
Russia,1970,12/23/70,Underground,1,75
Russia,1970,2/18/70,Underground,1,0.001
Russia,1970,3/27/70,Underground,1,6.5
Russia,1970,5/27/70,Underground,1,0.9
Russia,1970,6/25/70,Underground,1,2.3
Russia,1970,6/28/70,Underground,3,128
Russia,1970,7/21/70,Underground,1,23
Russia,1970,7/24/70,Underground,1,20
Russia,1970,9/6/70,Underground,2,54
Russia,1971,1/29/71,Underground,1,1.8
Russia,1971,10/21/71,Underground,1,23
Russia,1971,10/22/71,Underground,1,15
Russia,1971,10/4/71,Underground,1,2.3
Russia,1971,10/9/71,Underground,1,12
Russia,1971,11/29/71,Underground,2,48
Russia,1971,12/15/71,Underground,1,6
Russia,1971,12/22/71,Underground,1,64
Russia,1971,12/30/71,Underground,2,200
Russia,1971,3/22/71,Underground,2,87
Russia,1971,3/23/71,Underground,3,45
Russia,1971,4/25/71,Underground,1,90
Russia,1971,4/9/71,Underground,1,0.23
Russia,1971,5/25/71,Underground,1,9
Russia,1971,6/19/71,Underground,1,35
Russia,1971,6/30/71,Underground,1,5
Russia,1971,6/6/71,Underground,1,16
Russia,1971,7/10/71,Underground,1,2.3
Russia,1971,7/2/71,Underground,1,2.3
Russia,1971,9/19/71,Underground,1,2.3
Russia,1971,9/27/71,Underground,4,6950
Russia,1972,10/3/72,Underground,1,6.6
Russia,1972,11/2/72,Underground,1,165
Russia,1972,11/24/72,Underground,2,8.9
Russia,1972,12/10/72,Underground,3,348
Russia,1972,12/28/72,Underground,1,20
Russia,1972,2/10/72,Underground,1,16
Russia,1972,3/10/72,Underground,2,48
Russia,1972,3/28/72,Underground,3,26.001
Russia,1972,4/11/72,Underground,1,15
Russia,1972,4/20/72,Underground,1,0.001
Russia,1972,6/7/72,Underground,2,45
Russia,1972,7/27/72,Underground,1,10
Russia,1972,7/6/72,Underground,1,1.5
Russia,1972,7/9/72,Underground,1,3.8
Russia,1972,8/16/72,Underground,1,8
Russia,1972,8/20/72,Underground,1,6.6
Russia,1972,8/26/72,Underground,1,21
Russia,1972,8/28/72,Underground,4,4270
Russia,1972,9/2/72,Underground,1,2
Russia,1972,9/21/72,Underground,1,2.3
Russia,1972,9/4/72,Underground,1,2.1
Russia,1973,10/26/73,Underground,2,25
Russia,1973,10/27/73,Underground,1,4000
Russia,1973,11/4/73,Underground,1,20
Russia,1973,12/14/73,Underground,1,80
Russia,1973,12/31/73,Underground,1,0.5
Russia,1973,2/16/73,Underground,1,42
Russia,1973,4/19/73,Underground,1,21
Russia,1973,7/10/73,Underground,3,40.001
Russia,1973,7/23/73,Underground,1,212
Russia,1973,8/15/73,Underground,1,6.3
Russia,1973,8/28/73,Underground,1,6.3
Russia,1973,9/12/73,Underground,4,8300
Russia,1973,9/19/73,Underground,1,6.3
Russia,1973,9/20/73,Underground,1,0.001
Russia,1973,9/27/73,Underground,1,180
Russia,1973,9/30/73,Underground,1,10
Russia,1974,1/30/74,Underground,3,50
Russia,1974,10/16/74,Underground,1,19
Russia,1974,10/2/74,Underground,1,1.7
Russia,1974,11/2/74,Underground,1,2300
Russia,1974,11/28/74,Underground,1,0.01
Russia,1974,12/16/74,Underground,2,10.5
Russia,1974,12/27/74,Underground,1,36
Russia,1974,12/7/74,Underground,1,1.7
Russia,1974,2/28/74,Underground,1,0.001
Russia,1974,4/16/74,Underground,1,1
Russia,1974,5/16/74,Underground,1,18
Russia,1974,5/31/74,Underground,1,71
Russia,1974,6/25/74,Underground,1,3.5
Russia,1974,7/10/74,Underground,1,18
Russia,1974,7/29/74,Underground,1,20
Russia,1974,7/8/74,Underground,1,10
Russia,1974,8/14/74,Underground,1,7.6
Russia,1974,8/29/74,Underground,6,4377.6
Russia,1974,9/13/74,Underground,1,14
Russia,1975,10/18/75,Underground,3,1800
Russia,1975,10/21/75,Underground,5,5950
Russia,1975,10/29/75,Underground,1,36
Russia,1975,10/5/75,Underground,1,0.2
Russia,1975,12/13/75,Underground,1,8
Russia,1975,12/25/75,Underground,1,59
Russia,1975,2/20/75,Underground,4,115
Russia,1975,3/11/75,Underground,1,24
Russia,1975,4/25/75,Underground,1,0.35
Russia,1975,4/27/75,Underground,1,29
Russia,1975,6/30/75,Underground,1,8
Russia,1975,6/8/75,Underground,1,32
Russia,1975,7/15/75,Underground,2,40
Russia,1975,8/12/75,Underground,1,7.6
Russia,1975,8/23/75,Underground,8,5940
Russia,1975,8/7/75,Underground,2,34
Russia,1975,9/29/75,Underground,1,7.6
Russia,1976,1/15/76,Underground,1,13
Russia,1976,10/20/76,Underground,4,53.001
Russia,1976,10/30/76,Underground,1,2.8
Russia,1976,11/23/76,Underground,1,74
Russia,1976,11/5/76,Underground,1,15
Russia,1976,12/30/76,Underground,2,30
Russia,1976,12/7/76,Underground,3,169
Russia,1976,3/17/76,Underground,1,20
Russia,1976,3/29/76,Underground,1,10
Russia,1976,4/10/76,Underground,1,0.1
Russia,1976,4/21/76,Underground,2,14
Russia,1976,5/19/76,Underground,1,3.7
Russia,1976,6/9/76,Underground,1,10
Russia,1976,7/23/76,Underground,1,7
Russia,1976,7/29/76,Underground,1,58
Russia,1976,7/4/76,Underground,1,65
Russia,1976,8/28/76,Underground,1,53
Russia,1976,8/4/76,Underground,1,0.9
Russia,1976,9/29/76,Underground,2,4280
Russia,1977,10/14/77,Underground,1,0.1
Russia,1977,10/29/77,Underground,3,112
Russia,1977,10/30/77,Underground,1,0.1
Russia,1977,10/9/77,Underground,1,5
Russia,1977,11/12/77,Underground,1,20
Russia,1977,11/27/77,Underground,1,20
Russia,1977,11/30/77,Underground,2,90
Russia,1977,12/26/77,Underground,5,66.001
Russia,1977,3/29/77,Underground,4,69.001
Russia,1977,4/25/77,Underground,1,10
Russia,1977,5/29/77,Underground,1,44
Russia,1977,6/29/77,Underground,1,9
Russia,1977,7/26/77,Underground,1,15
Russia,1977,7/30/77,Underground,2,31
Russia,1977,8/10/77,Underground,1,8.5
Russia,1977,8/17/77,Underground,1,8
Russia,1977,8/20/77,Underground,1,8.5
Russia,1977,9/1/77,Underground,4,290
Russia,1977,9/10/77,Underground,1,7.6
Russia,1977,9/30/77,Underground,1,10
Russia,1977,9/5/77,Underground,2,98
Russia,1978,10/15/78,Underground,1,12
Russia,1978,10/17/78,Underground,3,96
Russia,1978,10/31/78,Underground,1,16
Russia,1978,10/8/78,Underground,1,15
Russia,1978,11/29/78,Underground,3,231
Russia,1978,11/30/78,Underground,1,0.006
Russia,1978,11/4/78,Underground,2,64
Russia,1978,12/14/78,Underground,1,4
Russia,1978,12/18/78,Underground,1,103
Russia,1978,12/20/78,Underground,2,23.5
Russia,1978,3/19/78,Underground,1,13
Russia,1978,3/26/78,Underground,2,50
Russia,1978,4/22/78,Underground,3,60
Russia,1978,5/24/78,Underground,1,0.001
Russia,1978,5/29/78,Underground,1,3
Russia,1978,6/11/78,Underground,1,58
Russia,1978,6/2/78,Underground,1,0.001
Russia,1978,7/28/78,Underground,5,140
Russia,1978,7/5/78,Underground,1,87
Russia,1978,8/10/78,Underground,6,410
Russia,1978,8/24/78,Underground,1,22
Russia,1978,8/29/78,Underground,4,153.001
Russia,1978,8/9/78,Underground,1,22
Russia,1978,9/12/78,Underground,1,0.08
Russia,1978,9/15/78,Underground,1,81
Russia,1978,9/20/78,Underground,1,1.1
Russia,1978,9/21/78,Underground,1,15
Russia,1978,9/27/78,Underground,7,160.001
Russia,1979,1/10/79,Underground,1,0.5
Russia,1979,1/17/79,Underground,2,68
Russia,1979,10/18/79,Underground,6,375
Russia,1979,10/24/79,Underground,2,33
Russia,1979,10/28/79,Underground,2,270
Russia,1979,10/4/79,Underground,1,22
Russia,1979,10/7/79,Underground,1,15
Russia,1979,11/30/79,Underground,1,1.6
Russia,1979,12/2/79,Underground,2,243
Russia,1979,12/21/79,Underground,1,3.6
Russia,1979,12/23/79,Underground,2,157
Russia,1979,2/1/79,Underground,1,18
Russia,1979,2/16/79,Underground,2,43
Russia,1979,3/23/79,Underground,1,0.001
Russia,1979,4/10/79,Underground,1,0.001
Russia,1979,5/31/79,Underground,4,77
Russia,1979,5/6/79,Underground,2,35
Russia,1979,6/12/79,Underground,1,0.001
Russia,1979,6/23/79,Underground,1,149
Russia,1979,7/14/79,Underground,3,21
Russia,1979,7/18/79,Underground,2,26
Russia,1979,7/7/79,Underground,2,117
Russia,1979,8/12/79,Underground,1,8.5
Russia,1979,8/18/79,Underground,2,170
Russia,1979,8/4/79,Underground,2,300
Russia,1979,9/16/79,Underground,1,0.3
Russia,1979,9/24/79,Underground,3,170
Russia,1979,9/27/79,Underground,1,1.6
Russia,1979,9/6/79,Underground,1,8.5
Russia,1980,10/11/80,Underground,7,380
Russia,1980,10/12/80,Underground,2,252
Russia,1980,10/23/80,Underground,1,20
Russia,1980,10/8/80,Underground,1,8.5
Russia,1980,11/1/80,Underground,1,8
Russia,1980,12/10/80,Underground,1,15
Russia,1980,12/14/80,Underground,3,271
Russia,1980,12/26/80,Underground,1,2
Russia,1980,12/27/80,Underground,2,120
Russia,1980,12/5/80,Underground,4,60.1
Russia,1980,3/14/80,Underground,1,0.001
Russia,1980,4/10/80,Underground,2,28
Russia,1980,4/25/80,Underground,2,39
Russia,1980,4/4/80,Underground,1,6
Russia,1980,5/22/80,Underground,3,75
Russia,1980,6/12/80,Underground,1,37
Russia,1980,6/16/80,Underground,1,3.2
Russia,1980,6/25/80,Underground,2,3.5
Russia,1980,6/29/80,Underground,3,214
Russia,1980,7/31/80,Underground,2,40
Russia,1980,9/14/80,Underground,1,200
Russia,1980,9/25/80,Underground,1,5
Russia,1981,10/1/81,Underground,4,200
Russia,1981,10/16/81,Underground,1,0.001
Russia,1981,10/18/81,Underground,2,127
Russia,1981,10/22/81,Underground,1,8.5
Russia,1981,11/20/81,Underground,2,28
Russia,1981,11/29/81,Underground,3,71
Russia,1981,12/22/81,Underground,3,47
Russia,1981,12/27/81,Underground,1,150
Russia,1981,3/25/81,Underground,1,0.001
Russia,1981,3/29/81,Underground,3,70
Russia,1981,4/22/81,Underground,3,132
Russia,1981,5/25/81,Underground,1,37.6
Russia,1981,5/27/81,Underground,1,20
Russia,1981,6/30/81,Underground,2,32
Russia,1981,6/4/81,Underground,1,0.001
Russia,1981,7/17/81,Underground,1,9.3
Russia,1981,8/14/81,Underground,3,45.6
Russia,1981,9/13/81,Underground,1,150
Russia,1981,9/2/81,Underground,1,3.2
Russia,1981,9/26/81,Underground,2,17
Russia,1982,10/10/82,Underground,1,15
Russia,1982,10/11/82,Underground,4,270
Russia,1982,10/16/82,Underground,4,39
Russia,1982,12/25/82,Underground,2,21.7
Russia,1982,12/26/82,Underground,2,42
Russia,1982,12/5/82,Underground,2,139
Russia,1982,2/19/82,Underground,2,44
Russia,1982,4/25/82,Underground,3,445
Russia,1982,4/6/82,Underground,1,0
Russia,1982,6/25/82,Underground,2,22.4
Russia,1982,7/30/82,Underground,1,8.5
Russia,1982,7/4/82,Underground,3,306
Russia,1982,8/23/82,Underground,2,21.7
Russia,1982,8/31/82,Underground,2,28
Russia,1982,9/21/82,Underground,2,32
Russia,1982,9/25/82,Underground,1,8.5
Russia,1982,9/4/82,Underground,1,16
Russia,1983,10/26/83,Underground,1,114
Russia,1983,10/6/83,Underground,2,102
Russia,1983,11/2/83,Underground,1,20
Russia,1983,11/20/83,Underground,2,40
Russia,1983,11/29/83,Underground,3,59
Russia,1983,12/26/83,Underground,1,30
Russia,1983,3/11/83,Underground,1,0.001
Russia,1983,3/30/83,Underground,1,2.7
Russia,1983,4/11/83,Underground,1,0
Russia,1983,4/12/83,Underground,1,3
Russia,1983,5/30/83,Underground,2,40
Russia,1983,6/12/83,Underground,2,158
Russia,1983,6/24/83,Underground,1,1.8
Russia,1983,6/9/83,Underground,1,0
Russia,1983,7/10/83,Underground,3,45
Russia,1983,8/18/83,Underground,5,230
Russia,1983,9/11/83,Underground,1,1.9
Russia,1983,9/24/83,Underground,6,51
Russia,1983,9/25/83,Underground,4,160
Russia,1984,10/18/84,Underground,1,1.4
Russia,1984,10/25/84,Underground,5,300
Russia,1984,10/27/84,Underground,3,156.4
Russia,1984,11/23/84,Underground,3,41.4
Russia,1984,12/16/84,Underground,2,157
Russia,1984,12/2/84,Underground,2,99
Russia,1984,12/28/84,Underground,2,125
Russia,1984,2/19/84,Underground,1,49
Russia,1984,3/29/84,Underground,1,83
Russia,1984,3/7/84,Underground,1,42
Russia,1984,4/15/84,Underground,2,80
Russia,1984,4/25/84,Underground,2,96
Russia,1984,5/26/84,Underground,2,150
Russia,1984,6/7/84,Underground,1,0
Russia,1984,7/14/84,Underground,2,155
Russia,1984,7/21/84,Underground,3,45
Russia,1984,8/11/84,Underground,1,85
Russia,1984,8/25/84,Underground,1,8.5
Russia,1984,8/26/84,Underground,1,0.6
Russia,1984,8/27/84,Underground,2,3.4
Russia,1984,8/28/84,Underground,2,6.4
Russia,1984,9/17/84,Underground,1,10
Russia,1984,9/9/84,Underground,4,66
Russia,1985,2/10/85,Underground,3,232
Russia,1985,4/25/85,Underground,2,224
Russia,1985,6/15/85,Underground,3,154
Russia,1985,6/18/85,Underground,1,2.5
Russia,1985,6/30/85,Underground,2,236
Russia,1985,7/11/85,Underground,1,0.5
Russia,1985,7/18/85,Underground,1,8.5
Russia,1985,7/19/85,Underground,1,20
Russia,1985,7/20/85,Underground,1,74
Russia,1985,7/25/85,Underground,4,65
Russia,1987,10/16/87,Underground,1,1.1
Russia,1987,10/3/87,Underground,1,8.5
Russia,1987,11/15/87,Underground,2,123
Russia,1987,12/13/87,Underground,2,287
Russia,1987,12/20/87,Underground,1,5
Russia,1987,12/27/87,Underground,2,137
Russia,1987,2/26/87,Underground,1,24
Russia,1987,3/12/87,Underground,2,31
Russia,1987,4/17/87,Underground,4,126
Russia,1987,4/19/87,Underground,2,6.4
Russia,1987,4/3/87,Underground,4,181
Russia,1987,5/6/87,Underground,1,40
Russia,1987,6/20/87,Underground,2,127
Russia,1987,6/6/87,Underground,1,24
Russia,1987,7/17/87,Underground,1,78
Russia,1987,7/24/87,Underground,1,15
Russia,1987,7/7/87,Underground,1,15
Russia,1987,8/12/87,Underground,1,3.2
Russia,1987,8/2/87,Underground,8,732
Russia,1987,9/18/87,Underground,2,21.1
Russia,1988,10/18/88,Underground,1,6
Russia,1988,11/12/88,Underground,1,15
Russia,1988,11/23/88,Underground,3,39.001
Russia,1988,12/17/88,Underground,2,88
Russia,1988,12/28/88,Underground,2,20.2
Russia,1988,12/4/88,Underground,5,200.001
Russia,1988,2/13/88,Underground,2,145
Russia,1988,2/6/88,Underground,3,5.002
Russia,1988,4/22/88,Underground,1,2.3
Russia,1988,4/3/88,Underground,1,135
Russia,1988,5/4/88,Underground,1,132
Russia,1988,5/7/88,Underground,3,120
Russia,1988,6/14/88,Underground,1,4
Russia,1988,8/22/88,Underground,1,15
Russia,1988,9/14/88,Underground,1,150
Russia,1988,9/6/88,Underground,1,8.5
Russia,1989,1/22/89,Underground,2,268
Russia,1989,10/19/89,Underground,3,125
Russia,1989,10/4/89,Underground,1,4
Russia,1989,2/12/89,Underground,1,63
Russia,1989,2/17/89,Underground,1,10
Russia,1989,7/8/89,Underground,1,22
Russia,1989,9/2/89,Underground,2,26
Russia,1990,10/24/90,Underground,8,150.003
